id,add_all_num,add_under_18_num,add_under_30_num,add_under_setage_num,view_all_num,view_under_18_num,view_under_30_num,view_under_setage_num,msg_all_num,msg_under_18_num,msg_under_30_num,msg_under_setage_num,gift_all_num,gift_under_18_num,gift_under_30_num,gift_under_setage_num
390,154,1,109,6,1789,57,999,185,181,8,111,17,195,7,118,18
391,96,0,65,4,5492,159,2773,859,228,4,162,15,281,6,194,18
392,29,0,21,1,1078,23,775,35,50,0,31,0,47,2,31,5
393,35,0,17,3,2295,95,1318,303,82,4,46,9,165,5,109,14
394,262,5,185,11,7683,314,4549,840,504,14,346,28,188,7,136,6
395,60,4,28,9,644,24,262,136,28,2,6,10,23,0,2,9
396,2,0,1,0,1543,41,797,202,19,1,13,1,25,1,15,2
397,88,3,58,6,643,46,366,92,124,11,76,16,53,4,32,7
398,7,0,3,0,899,29,551,94,35,0,18,3,697,30,476,83
399,11,0,5,0,119,1,78,3,13,0,4,0,14,0,6,0
400,70,4,34,13,12175,584,6681,2074,174,9,77,45,505,13,335,45
401,97,2,61,10,2154,80,1260,265,46,0,26,10,24,0,10,6
402,24,0,13,2,2245,34,1410,132,77,1,41,6,59,0,33,1
403,89,5,50,19,10861,314,6772,1027,177,9,101,24,124,4,69,21
404,207,5,94,47,5174,206,2370,1060,281,14,98,75,193,8,65,56
405,53,2,26,5,1629,64,751,364,101,2,38,22,92,4,45,15
406,52,4,24,15,908,66,454,171,78,8,34,16,54,4,18,17
407,10,0,4,1,3311,69,1791,299,77,0,28,2,76,0,33,5
408,96,4,61,14,1593,67,894,238,97,7,56,16,118,8,61,21
409,4,0,3,0,128,2,83,2,11,0,9,0,21,0,13,0
410,47,3,28,5,2524,69,1491,292,61,3,38,6,109,7,69,11
411,379,15,234,45,4989,228,2522,951,373,17,198,71,330,14,177,57
412,3,0,1,1,167,7,99,24,9,0,4,0,7,0,5,0
413,70,1,52,0,1670,22,1088,67,103,0,73,3,91,1,59,4
414,75,1,40,15,3528,105,1758,610,280,7,142,52,272,6,151,48
415,27,1,18,1,1904,57,1230,190,198,6,127,20,66,0,48,2
416,16,1,12,0,283,5,163,28,38,1,20,2,13,0,5,0
417,174,4,118,9,3160,84,2161,199,278,5,183,13,285,4,190,16
418,71,4,43,3,2358,70,1308,343,107,2,59,20,160,6,98,15
419,93,3,46,13,2939,62,1603,359,112,3,58,13,56,0,31,5
420,91,3,61,4,1152,38,750,88,155,8,104,7,32,1,18,0
421,237,5,128,21,3581,103,2012,420,374,13,201,44,275,8,156,22
422,50,1,20,8,1135,14,645,70,64,0,36,2,87,1,48,3
423,88,6,62,9,3210,92,1956,257,140,3,95,7,158,7,104,16
424,88,1,50,2,1732,28,984,118,246,6,131,12,181,3,90,17
425,73,3,52,8,1035,23,637,93,110,1,67,9,110,1,67,13
426,116,6,82,11,1057,31,619,107,184,6,115,14,67,4,39,5
427,10,1,9,0,1345,43,864,134,18,0,15,0,13,0,7,3
428,82,0,48,4,2212,32,1362,104,127,2,87,3,86,0,54,6
429,96,8,72,8,1513,70,898,183,113,6,79,9,41,2,30,6
430,116,3,78,9,6380,168,4013,503,371,12,197,41,79,3,49,5
431,83,1,59,3,13328,413,7670,1626,236,2,164,7,154,2,112,4
432,121,2,84,7,3672,67,2050,379,146,1,79,10,169,2,89,19
433,41,0,27,0,1708,32,1097,63,119,0,73,3,106,2,68,2
434,192,1,133,14,7335,184,4769,617,315,6,207,26,154,7,99,17
435,11,1,9,1,883,19,501,64,29,0,16,3,46,2,29,3
436,123,1,80,5,6281,127,3870,502,385,5,240,19,152,0,86,10
437,76,3,35,14,3451,138,1278,957,96,4,27,32,49,3,19,12
438,48,0,27,7,384,6,185,52,93,2,45,15,116,0,83,8
439,75,0,55,3,527,17,301,76,44,0,23,5,132,3,92,13
440,17,0,15,0,478,1,330,10,31,0,19,0,44,0,26,1
441,94,2,50,13,2950,50,1812,224,68,3,48,5,74,1,50,5
442,389,27,158,107,5039,303,1991,1527,345,23,121,104,92,6,36,31
443,92,7,26,33,1712,89,611,450,147,6,34,52,98,7,22,38
444,18,0,13,1,1295,18,872,59,79,1,57,0,89,1,53,4
445,59,2,36,9,1820,79,1064,236,109,4,70,12,45,1,30,0
446,91,1,65,0,2366,68,1610,133,206,5,150,4,417,11,301,17
447,2,0,1,0,132,0,69,12,3,0,2,0,14,0,9,3
448,96,2,58,2,3102,63,1799,305,246,3,140,7,297,8,147,49
449,72,3,47,3,2119,57,1212,197,186,7,111,19,318,9,172,32
450,145,2,101,5,11076,188,6633,931,383,6,230,43,625,15,288,123
451,75,1,51,8,2260,80,1386,297,248,10,146,43,216,4,127,26
452,123,9,88,6,1561,70,1031,123,114,11,80,7,23,1,11,1
453,24,0,14,0,2379,52,1313,204,73,0,39,4,94,0,58,1
454,2,0,1,0,1337,25,748,140,13,1,9,3,6,0,5,0
455,41,1,25,5,3330,156,1829,447,170,4,98,20,132,8,69,24
456,215,7,140,16,7518,233,4842,648,357,10,231,34,171,1,117,9
457,161,5,71,26,3294,158,1498,753,266,13,103,55,229,11,96,48
458,3,0,0,0,113,5,42,22,11,2,5,2,14,3,8,2
459,122,5,60,23,9892,459,4880,2127,289,13,148,61,123,2,55,17
460,10,1,5,0,1846,45,1210,119,49,2,37,3,37,0,23,0
461,8,0,4,0,1045,5,425,16,20,0,6,1,41,0,13,0
462,47,2,23,7,3002,63,1749,267,107,3,64,9,97,1,56,5
463,26,1,9,6,523,6,307,24,21,0,9,2,402,12,267,37
464,92,8,22,45,1017,52,336,354,162,11,27,87,96,4,13,63
465,23,0,9,3,865,13,434,120,69,1,30,12,67,2,31,9
466,39,0,28,0,3092,136,1861,332,79,4,59,2,41,3,25,5
467,64,0,28,1,3080,52,1791,221,140,0,76,5,132,1,63,9
468,28,0,15,2,1335,17,821,88,104,0,60,8,69,0,42,4
469,16,0,12,0,183,3,99,27,38,1,22,4,44,2,25,4
470,61,2,42,1,983,22,597,50,148,1,92,1,128,3,73,7
471,32,2,18,1,541,21,279,84,53,2,24,3,59,2,30,4
472,13,0,7,0,968,18,577,94,66,1,37,1,48,1,30,5
473,80,4,57,4,2270,63,1468,130,201,6,144,12,68,0,42,10
474,8,2,6,1,87,9,28,32,38,4,8,16,1,0,0,1
475,130,0,83,5,4766,127,2891,368,378,14,225,28,532,18,302,53
476,99,3,54,10,2155,89,679,627,142,10,25,44,66,4,18,21
477,20,1,4,9,164,11,54,49,31,1,3,10,13,0,3,6
478,104,4,54,11,8509,113,5368,464,181,2,115,6,206,1,111,21
479,23,0,11,2,1587,49,973,152,54,1,37,5,31,0,19,1
480,122,4,33,35,273,8,78,85,95,1,19,28,71,2,19,29
481,71,1,49,2,4359,92,2877,180,195,2,116,5,71,0,48,1
482,37,4,16,10,2285,154,1021,504,118,14,50,29,164,15,63,35
483,130,5,27,43,1911,96,550,675,125,5,25,48,53,1,10,14
484,300,11,92,98,9569,497,3593,2801,216,8,51,59,116,5,27,40
485,159,4,64,23,1635,39,609,305,140,5,54,23,153,5,51,22
486,8,0,4,1,175,4,98,10,29,1,21,1,12,1,7,1
487,169,8,109,22,2054,50,1277,190,243,4,143,30,156,4,96,20
488,102,1,67,5,2859,63,1763,211,180,2,107,9,144,2,91,6
489,5,0,3,0,1391,41,860,152,40,0,29,3,30,0,21,3
490,62,2,32,1,286,3,149,22,8,0,4,0,14,0,9,0
491,231,5,155,13,1721,44,931,218,194,4,118,28,65,2,44,13
492,24,1,12,2,950,21,447,80,55,1,18,2,97,3,44,12
493,45,0,25,1,648,5,431,20,93,0,53,1,131,1,69,7
494,165,12,68,31,1686,88,663,462,205,16,76,52,172,7,53,50
495,112,4,64,16,3665,168,2057,548,154,6,84,18,1026,50,689,123
496,151,1,98,7,2009,68,1217,163,200,5,128,12,47,0,26,2
497,40,1,25,3,2051,54,1134,217,138,1,71,12,130,1,67,18
498,27,0,15,0,1437,72,833,160,87,2,59,9,480,24,342,45
499,108,2,52,22,3925,175,1527,924,165,6,83,34,84,3,28,27
500,119,6,61,11,1893,70,1009,272,139,4,69,16,151,2,90,15
501,35,0,25,5,1173,46,714,131,76,2,50,4,119,1,86,6
502,46,0,21,0,1004,18,533,96,68,0,33,1,50,0,27,1
503,112,0,67,6,2376,49,1467,180,228,4,131,16,335,8,214,31
504,231,12,140,25,11250,520,4618,1909,442,24,268,37,191,5,121,11
505,17,0,5,3,201,15,69,62,23,0,8,4,28,3,11,5
506,40,0,10,6,1151,28,538,147,94,2,37,16,140,6,59,14
507,163,8,56,35,1535,62,494,412,273,10,58,92,212,5,56,72
508,23,0,8,6,1522,25,920,110,86,2,40,11,48,0,19,4
509,28,2,12,2,1916,47,1108,218,66,2,42,4,101,1,61,9
510,504,8,356,31,7317,189,4472,729,924,20,584,73,577,13,335,73
511,35,0,23,0,487,7,304,26,81,1,56,3,57,0,33,5
512,4,1,2,1,133,9,80,17,21,2,12,3,14,0,8,2
513,70,2,49,2,3366,73,2204,162,111,1,72,5,99,2,70,2
514,9,1,6,0,769,14,426,71,29,1,15,2,44,1,30,2
515,179,6,111,16,2585,73,1330,346,37,0,12,6,162,2,95,15
516,17,0,11,0,1668,17,1008,70,89,0,61,2,171,1,105,2
517,9,0,6,0,1107,13,671,39,22,0,10,0,31,0,16,0
518,21,0,5,1,1513,57,624,290,54,3,17,7,58,4,21,15
519,86,2,45,10,1345,29,748,106,113,3,56,8,71,2,38,6
520,2,0,1,0,728,8,449,27,11,1,6,0,8,1,4,0
521,15,0,9,2,311,3,169,31,16,0,8,3,26,1,16,1
522,66,0,33,9,1243,26,697,129,118,0,63,8,135,1,75,9
523,190,8,62,53,7002,409,3335,1540,708,47,243,209,363,30,127,114
524,5,0,1,0,250,3,141,26,14,0,3,0,20,1,13,0
525,323,16,224,29,9245,396,5461,1291,564,36,378,57,45,4,32,9
526,96,4,33,27,2209,175,737,632,98,5,25,37,61,5,23,21
527,174,5,110,11,3082,52,1937,163,304,4,190,15,162,2,76,24
528,14,0,8,0,226,9,138,17,30,1,17,2,35,1,24,1
529,166,2,100,11,6686,160,4259,530,188,3,114,14,86,1,50,6
530,64,1,41,3,2031,48,1137,189,82,2,45,4,178,3,86,18
531,136,8,84,11,2105,83,1222,241,142,9,87,9,56,3,32,4
532,117,1,72,5,2034,45,1225,166,112,1,68,4,81,1,50,7
533,21,0,7,1,740,24,446,65,42,0,18,2,28,1,13,2
534,6,0,5,1,2846,52,1836,162,27,0,20,1,9,0,7,0
535,97,4,64,6,2554,81,1572,276,129,2,81,11,257,11,153,33
536,311,15,198,8,3393,149,2119,286,257,9,167,12,163,7,108,7
537,46,1,31,3,1971,79,1152,243,78,1,47,7,20,1,12,2
538,25,0,6,3,725,19,402,92,41,1,15,3,38,1,20,7
539,126,9,62,22,1186,48,546,205,62,6,24,14,91,6,41,10
540,34,1,21,0,521,8,329,34,103,1,70,3,62,1,45,4
541,29,0,17,0,935,19,496,113,67,1,36,9,41,0,27,5
542,29,0,18,2,2202,28,1452,68,102,1,82,2,84,1,60,5
543,81,4,17,28,927,66,279,323,127,10,30,49,24,1,5,10
544,228,2,154,13,7480,184,4407,916,298,4,194,24,642,18,399,74
545,53,0,42,1,2805,84,1902,192,197,3,143,8,62,2,38,1
546,8,0,5,0,159,3,91,5,14,0,7,0,34,0,13,0
547,40,3,23,6,1240,56,592,198,76,5,42,12,57,3,30,6
548,2,1,1,0,111,5,72,9,13,1,10,2,14,1,9,2
549,154,3,77,29,3812,180,2089,534,361,19,181,70,123,5,58,26
550,77,2,40,6,2967,79,1468,460,348,8,168,34,661,18,280,129
551,235,8,153,17,9233,368,4584,1750,674,36,423,72,270,12,134,48
552,4,0,4,0,176,3,121,7,23,1,17,0,21,1,14,1
553,22,1,8,2,1813,62,1038,213,120,4,72,10,107,5,66,11
554,70,2,26,21,1059,45,476,281,90,4,34,22,94,7,43,27
555,4,0,2,0,203,10,118,28,14,0,4,1,31,0,16,1
556,52,0,38,1,2841,102,1734,279,102,1,67,3,58,2,39,7
557,114,2,82,1,3623,103,2453,166,274,6,180,7,279,7,196,12
558,75,0,50,2,2859,83,1672,331,134,1,95,9,91,1,58,5
559,33,0,16,2,1277,29,663,116,85,1,44,3,38,1,18,2
560,19,0,15,0,706,11,407,35,78,2,53,4,70,2,43,4
561,5,0,5,0,224,16,128,28,29,3,18,5,28,1,16,3
562,33,1,21,2,1770,45,1005,146,109,1,55,6,108,3,61,8
563,218,8,144,17,2861,98,1751,375,362,17,216,66,460,14,271,70
564,28,1,22,1,3339,37,2144,159,178,3,116,7,191,3,127,14
565,86,2,20,33,384,28,105,120,79,2,14,29,20,2,5,12
566,3,0,0,2,484,10,200,101,22,0,4,8,208,7,67,67
567,91,6,61,10,1736,66,1032,145,163,6,103,19,56,1,40,4
568,171,3,71,25,3824,133,1774,687,237,9,86,47,187,6,55,42
569,206,4,109,34,3789,147,1955,693,307,17,175,61,274,15,155,54
570,82,3,50,7,5250,136,3036,640,145,3,83,19,172,8,110,23
571,107,0,58,5,2309,28,1346,97,99,0,48,2,192,3,97,13
572,86,2,48,8,447,14,246,79,48,2,26,9,208,1,134,19
573,101,3,61,7,2985,75,1789,255,166,9,94,22,497,17,339,46
574,26,0,18,1,807,17,531,68,57,1,40,10,33,0,20,3
575,43,1,30,0,836,21,463,93,98,2,56,10,438,3,275,40
576,15,1,8,3,1554,75,673,377,36,2,16,6,61,0,32,7
577,14,0,5,2,2781,130,1225,584,77,5,38,18,74,1,36,17
578,68,4,42,10,11717,439,6438,1824,105,9,51,21,135,11,79,20
579,52,0,41,0,3413,137,1804,437,270,12,138,40,358,10,263,21
580,30,1,20,2,904,30,555,83,77,3,56,3,44,2,33,3
581,39,1,27,2,2457,26,1604,74,94,1,67,3,97,2,70,2
582,106,6,56,10,6057,363,3186,1056,293,25,154,51,238,13,103,54
583,191,6,136,6,3381,144,1951,348,532,10,345,30,70,1,42,4
584,375,10,240,30,5509,154,2908,786,325,15,193,29,279,8,166,23
585,109,1,83,3,3971,100,2631,248,194,2,137,10,91,0,58,6
586,75,1,53,2,1857,26,1142,88,225,6,128,10,150,2,96,0
587,25,1,12,0,1052,44,680,113,73,2,44,4,24,0,17,1
588,36,0,22,1,874,13,551,55,78,2,58,4,82,0,54,6
589,15,0,2,3,205,11,69,67,15,1,3,3,15,0,1,3
590,46,0,36,1,6772,181,3988,683,337,11,212,27,208,9,120,22
591,40,1,29,1,1578,37,1020,119,89,1,61,2,62,1,43,3
592,5,0,1,1,391,9,192,24,13,0,3,3,20,1,7,1
593,108,4,64,19,6891,341,3163,1580,289,19,130,78,211,20,119,58
594,48,1,32,3,2516,55,1583,135,88,1,49,7,166,8,78,27
595,10,1,5,1,279,8,166,32,35,1,16,4,679,23,450,59
596,74,2,35,12,11854,467,5263,2877,176,8,72,59,174,3,72,47
597,102,6,73,11,1587,67,895,185,77,5,51,6,184,7,111,23
598,7,0,6,0,357,6,234,28,18,0,13,0,31,0,24,2
599,189,4,54,46,4416,193,1235,1301,199,5,51,67,122,2,32,40
600,491,13,231,91,2872,126,974,962,505,23,167,156,463,14,98,219
601,,,,,5,0,1,3,3,0,0,2,3,0,0,2
602,166,8,98,22,1817,47,1142,148,157,1,95,15,98,1,67,6
603,41,1,19,12,132,5,48,42,30,1,6,12,4,0,1,2
604,143,3,97,5,6349,207,3717,679,363,15,227,43,213,7,122,36
605,34,1,22,0,852,27,535,91,18,1,8,0,366,5,253,26
606,163,1,100,7,3994,74,2220,384,355,5,220,16,199,4,113,12
607,30,0,17,4,1704,83,1074,168,142,10,91,12,36,2,23,5
608,70,0,45,3,1868,23,1161,113,79,0,46,2,103,0,59,3
609,54,1,30,2,1372,31,746,156,88,0,49,6,166,0,71,25
610,53,2,27,3,504,22,280,63,73,4,40,11,36,1,16,7
611,60,4,30,8,1759,56,836,392,163,9,56,50,39,2,17,13
612,228,9,141,20,7741,235,3965,1166,213,11,100,36,263,8,167,36
613,72,3,58,3,4707,181,3128,437,116,5,84,11,131,2,113,5
614,19,1,7,1,871,11,391,66,88,1,35,2,90,1,34,2
615,148,5,82,20,7915,283,4721,904,231,8,140,34,88,3,51,8
616,76,4,59,8,1234,32,745,137,89,3,60,8,94,5,67,5
617,77,2,48,6,2776,45,1583,214,86,0,41,2,69,0,34,4
618,36,3,21,4,1251,50,617,197,49,2,31,1,66,0,33,6
619,242,11,122,45,6059,219,2763,1577,337,9,136,98,476,19,215,112
620,65,1,21,24,1890,51,1036,286,58,1,30,8,56,2,32,7
621,2,0,1,0,211,9,125,23,11,1,7,0,3,0,2,0
622,27,0,14,1,1065,22,707,67,36,0,19,2,533,8,377,27
623,46,5,25,11,2477,126,1138,531,161,6,68,27,89,3,32,21
624,45,2,28,9,7143,288,3872,1187,281,14,137,59,154,5,87,23
625,289,15,162,40,10404,384,5333,1359,255,12,138,31,180,3,106,21
626,34,1,27,1,1257,46,874,85,39,0,25,0,449,12,328,28
627,74,2,48,1,1131,13,744,47,32,0,26,1,37,0,24,4
628,32,0,21,0,1731,23,1110,77,55,0,32,2,27,0,13,2
629,109,4,80,8,3778,186,2166,485,94,3,64,2,298,12,206,22
630,201,15,57,78,1373,77,471,439,215,15,55,86,154,8,47,64
631,86,3,54,4,1964,29,1196,92,111,6,68,6,244,10,145,13
632,51,4,29,6,1220,62,652,185,31,4,19,5,20,2,12,2
633,164,5,66,33,7281,354,2567,2125,274,24,90,84,153,10,41,58
634,4,0,3,0,43,0,15,6,8,0,4,1,12,0,5,3
635,110,2,56,16,1101,53,518,251,72,2,34,15,117,4,56,29
636,201,6,125,27,1560,56,795,289,207,5,114,33,161,6,85,30
637,112,4,73,9,2529,72,1532,257,170,2,117,12,111,1,74,9
638,30,1,17,6,1139,25,781,72,14,0,12,0,28,0,15,4
639,129,4,61,17,7433,289,2496,2544,101,8,18,45,75,5,11,42
640,211,2,127,5,2289,32,1293,136,311,2,174,12,235,0,118,8
641,38,1,31,3,6172,214,3773,735,64,2,44,8,48,0,32,1
642,119,3,87,9,2957,59,1988,148,203,3,149,6,136,1,101,7
643,196,5,122,14,1901,30,1089,116,48,1,25,5,17,0,5,1
644,448,3,277,36,5199,127,3041,590,516,8,284,70,279,4,163,34
645,13,1,5,4,3446,180,1522,768,110,6,50,20,63,6,33,9
646,62,4,29,18,3825,72,2355,283,111,3,49,20,55,0,32,4
647,83,8,38,17,1054,50,417,251,79,3,30,18,80,7,44,13
648,6,0,3,0,156,3,97,18,52,1,32,5,20,0,10,2
649,72,0,48,0,1673,23,1193,25,79,1,59,0,54,0,40,0
650,144,12,79,23,830,43,342,213,129,10,44,39,79,4,31,31
651,101,4,70,2,2513,74,1551,195,154,4,97,3,147,5,85,20
652,84,4,47,12,6959,277,3959,967,122,4,65,22,138,3,93,20
653,39,4,7,26,254,13,75,90,21,2,4,11,16,3,4,11
654,240,9,102,58,3649,163,1482,1041,307,12,96,102,116,3,24,44
655,32,1,22,1,1407,34,878,120,75,3,46,11,51,3,32,4
656,31,0,14,3,986,30,586,106,91,1,52,13,114,2,66,12
657,15,0,9,1,960,26,454,127,43,0,19,5,68,0,33,8
658,323,11,189,18,5344,156,2820,666,317,14,159,39,194,6,104,18
659,40,0,24,0,3112,41,1779,222,103,0,55,5,198,1,124,14
660,115,0,73,7,990,36,574,101,181,9,102,18,133,6,79,10
661,99,3,53,16,2760,148,1304,634,163,10,84,32,139,5,78,24
662,5,0,4,1,1002,27,638,91,21,1,14,2,65,1,42,6
663,186,5,103,29,1409,45,748,208,89,4,41,17,163,6,92,23
664,60,0,42,4,1599,39,999,148,139,2,93,8,101,2,67,6
665,114,7,47,26,3589,133,1259,1031,172,11,43,67,61,3,15,31
666,29,2,12,2,1250,85,576,242,97,10,51,14,50,4,24,5
667,67,2,40,11,2114,73,1179,294,107,1,55,21,116,4,72,21
668,18,0,16,0,1350,43,860,83,91,4,63,4,49,3,33,3
669,44,1,23,7,1557,48,853,194,67,2,33,12,92,4,53,13
670,109,1,52,8,1327,49,631,236,105,5,41,25,53,4,30,7
671,35,0,22,2,1655,51,1047,146,132,5,83,12,79,2,56,4
672,26,1,17,1,933,13,537,59,61,1,34,1,125,2,76,4
673,25,0,16,4,2081,37,1376,162,82,2,62,9,81,3,59,6
674,16,0,10,1,1221,23,689,78,50,2,28,4,219,4,110,15
675,78,0,51,1,1266,12,807,40,131,0,78,1,155,1,107,2
676,29,0,19,3,2872,49,1763,139,87,0,59,3,96,2,64,5
677,42,2,16,7,2316,81,825,582,77,3,24,19,57,2,17,20
678,48,1,33,1,2662,39,1676,139,121,2,84,3,80,1,54,3
679,24,0,10,1,1808,20,862,92,31,0,9,0,46,0,17,0
680,135,9,78,14,4461,151,2411,697,382,20,216,62,317,20,186,54
681,180,4,101,32,1009,58,453,226,151,5,68,45,120,4,58,32
682,104,5,57,11,5654,171,3073,579,210,12,95,38,211,7,104,16
683,796,6,557,42,11572,357,6757,1483,911,17,580,78,779,18,467,106
684,26,1,20,1,685,7,433,26,50,0,35,0,39,0,20,1
685,65,7,38,11,2394,142,1166,489,152,16,82,32,118,8,65,18
686,262,9,164,21,5320,171,2791,532,214,7,127,23,329,5,194,26
687,56,0,12,20,606,35,176,189,91,3,15,32,91,4,21,33
688,48,0,29,2,1195,29,777,85,67,0,44,4,54,0,35,0
689,66,14,25,17,6272,466,2848,1348,193,33,50,61,74,12,26,23
690,51,1,29,5,1163,55,584,196,121,8,52,27,77,1,42,8
691,97,5,76,5,7459,186,4560,678,151,4,97,13,79,1,50,5
692,73,1,40,6,2321,98,1295,363,111,5,61,19,191,11,111,38
693,66,1,30,5,6922,120,4154,553,122,3,50,20,45,3,18,7
694,4,1,4,1,520,11,363,26,15,1,10,1,13,0,8,0
695,84,3,46,11,1366,24,780,132,103,3,64,11,56,2,33,4
696,302,17,123,78,7375,325,3410,1629,449,27,170,115,99,1,52,10
697,33,1,22,4,309,3,198,23,23,0,15,4,86,2,60,7
698,,,,,81,1,41,4,5,0,1,0,7,0,1,0
699,45,0,29,1,5482,132,3019,592,164,5,95,14,129,4,63,23
700,132,1,91,8,3851,98,2393,321,159,0,100,13,81,0,39,15
701,32,2,24,2,1399,53,842,190,60,2,43,1,60,2,46,4
702,29,0,10,12,2127,40,1283,175,108,1,51,18,95,3,42,15
703,400,13,269,59,9446,295,5549,1274,408,18,269,65,64,5,43,10
704,167,4,101,18,4994,137,2876,531,321,13,179,38,222,2,129,24
705,12,0,5,1,472,12,279,28,98,2,58,3,44,1,25,2
706,203,4,137,13,5124,97,3236,304,268,5,171,17,251,6,154,19
707,41,0,22,2,1685,41,965,152,93,3,53,4,130,1,82,6
708,85,1,58,1,3109,30,2053,66,271,1,175,1,139,1,85,6
709,5,0,3,0,182,4,101,16,8,0,4,0,15,0,9,1
710,64,2,42,6,558,13,328,67,19,1,12,0,16,0,10,0
711,81,0,53,4,1284,13,781,50,43,0,24,0,136,0,79,5
712,89,0,68,5,2803,50,1889,131,111,1,83,5,119,3,86,3
713,65,0,43,4,5273,114,3042,415,235,3,112,21,191,4,112,19
714,101,5,51,14,2385,73,1208,418,217,11,104,38,115,3,53,23
715,59,1,36,5,1380,42,823,125,106,3,61,14,46,1,29,6
716,68,2,30,7,1348,47,600,208,95,6,35,11,119,2,42,14
717,85,3,67,6,343,8,246,30,68,3,51,7,28,1,23,3
718,126,3,90,11,5614,264,3261,748,118,3,86,12,960,21,698,58
719,74,1,43,9,3915,127,2293,408,174,1,111,11,310,10,176,44
720,150,8,93,16,4773,301,2709,720,147,11,91,19,97,6,61,11
721,220,7,146,4,2202,88,1416,170,259,7,183,11,118,3,91,6
722,119,0,55,6,1033,20,486,97,62,1,28,3,124,3,58,8
723,682,21,418,68,5098,185,2380,1124,652,31,269,173,360,16,190,87
724,16,0,6,0,567,6,322,32,26,0,12,0,73,1,45,2
725,45,0,27,2,1712,49,1007,203,51,1,20,8,122,4,76,14
726,118,10,59,17,4191,277,1926,975,64,8,30,13,128,11,73,27
727,191,3,137,11,11420,375,6644,1513,376,8,240,39,445,8,266,73
728,21,0,11,1,1506,32,884,116,87,0,44,11,132,4,67,14
729,149,9,101,6,7398,342,4445,898,465,25,291,31,63,3,41,0
730,32,1,25,0,1959,35,1336,80,84,1,63,0,45,2,34,0
731,83,5,64,4,2400,93,1637,253,189,14,129,13,95,0,70,9
732,6,0,3,1,345,3,213,21,4,0,2,0,13,0,4,2
733,6,0,2,0,402,6,227,14,48,0,23,0,58,0,24,0
734,428,7,287,17,8885,226,5138,1018,1014,41,527,168,740,27,374,136
735,17,0,15,0,3884,161,2467,412,87,3,62,2,71,2,49,3
736,62,1,32,7,3542,157,1870,613,114,3,60,15,142,7,90,15
737,4,0,1,0,2577,77,1650,255,17,0,12,0,7,0,5,0
738,60,0,42,2,2018,64,983,293,184,2,84,27,93,1,50,11
739,58,0,35,6,2914,47,1799,161,103,0,60,1,103,0,57,4
740,6,0,5,2,983,16,569,61,34,0,21,3,24,0,16,2
741,102,3,70,13,11670,307,7128,1121,110,0,73,9,43,1,24,4
742,125,1,67,8,1179,8,669,72,184,0,103,11,135,0,66,8
743,61,0,42,1,447,4,263,19,30,0,16,0,17,0,10,0
744,383,2,233,14,6749,154,3492,826,280,2,157,15,36,0,21,2
745,15,2,8,2,1788,35,1091,157,93,4,54,9,79,2,53,7
746,6,0,2,0,123,2,76,6,13,0,6,0,9,0,4,0
747,104,10,51,24,2096,106,1059,324,226,16,101,37,90,8,44,18
748,159,4,86,13,3370,79,2009,345,431,8,228,46,320,5,177,42
749,47,0,26,4,358,3,199,37,26,1,14,3,21,0,9,4
750,22,0,9,1,377,17,185,45,21,1,10,2,19,0,8,1
751,13,0,8,1,500,5,268,39,39,0,22,0,414,0,298,20
752,82,4,53,7,4573,165,2786,463,194,7,130,16,247,7,150,28
753,100,3,60,4,705,15,389,82,95,4,39,7,65,0,26,6
754,73,2,39,15,2103,125,1137,313,107,6,57,18,106,9,68,16
755,81,3,48,4,6602,198,4311,506,230,11,156,17,199,6,134,19
756,18,0,11,4,838,24,523,75,27,0,15,3,37,1,23,2
757,22,0,6,0,501,10,252,34,52,1,26,1,41,0,11,0
758,108,10,41,32,1323,61,552,352,88,7,32,24,41,2,15,7
759,7,0,5,2,23,0,15,1,4,0,2,0,9,0,6,3
760,110,9,32,53,1949,126,709,585,67,3,18,25,73,4,15,26
761,14,0,9,2,424,15,248,40,48,0,26,4,45,1,30,2
762,76,10,29,28,1255,57,383,383,80,6,16,31,74,5,15,30
763,7,0,3,2,1166,8,759,56,35,0,24,1,57,1,33,8
764,234,18,145,30,2939,155,1568,551,280,15,152,45,272,15,159,35
765,56,1,31,6,2710,176,1254,510,21,3,10,6,72,8,39,14
766,72,2,53,2,3850,95,2586,234,83,3,63,2,78,2,57,1
767,466,24,219,92,1942,83,965,407,458,24,204,100,221,11,124,45
768,206,14,111,34,6623,286,3684,1026,243,20,120,51,206,8,114,20
769,14,3,8,4,151,11,90,21,16,3,8,6,8,0,3,1
770,150,4,58,47,2378,117,868,624,135,4,48,42,65,3,17,17
771,5,1,1,0,238,3,155,13,,,,,347,3,227,24
772,25,1,15,4,471,19,290,51,72,5,46,10,54,1,38,5
773,124,1,64,14,4377,126,2494,552,287,5,136,55,114,3,51,31
774,449,17,284,48,11446,345,6414,1577,620,22,381,68,309,10,175,39
775,65,3,40,2,5167,132,2938,602,113,1,68,5,187,4,89,37
776,159,5,104,12,6344,141,3543,824,340,11,220,41,304,12,180,51
777,53,0,43,2,1599,26,958,129,122,3,92,8,159,4,113,4
778,313,3,214,8,4957,66,2933,317,399,4,252,11,492,19,258,80
779,18,0,10,0,909,14,481,35,76,1,36,2,72,0,30,2
780,16,0,1,3,1115,58,301,276,57,0,4,10,17,1,1,3
781,81,3,50,7,3126,69,1876,247,130,2,76,9,96,1,56,12
