id,real_age,user_setage,gender,playcard_level,playcard_point,playcard_coupon_num,is_push_open,utm_channel,signup_day,app_version,manufacturer,model,label
507,54,0,1,15,100,0,1,,590,29,100,496,0
508,19,0,2,49,500,140,1,,579,106,90,2135,0
509,23,0,2,71,700,10,0,43,339,106,90,83,0
510,33,0,1,70,800,70,1,7,623,23,62,1597,0
511,33,,2,42,200,10,0,,378,106,90,1610,0
512,24,0,1,13,500,460,1,43,637,106,90,1892,0
513,18,0,2,13,800,40,1,43,576,58,90,782,0
514,27,,2,4,400,30,0,,283,30,90,2135,0
515,33,0,1,64,300,30,1,12,605,68,216,2041,0
516,31,0,2,64,600,150,0,,605,106,90,1892,0
517,22,0,2,28,700,0,1,43,600,29,62,1417,0
518,45,0,1,7,0,10,1,43,585,29,219,1720,0
519,31,0,2,68,800,0,1,7,466,68,100,2181,0
520,20,0,2,3,600,90,1,,522,26,90,782,
521,24,,2,23,200,0,1,,372,73,62,1793,0
522,35,0,2,71,900,10,1,43,730,68,100,2016,0
523,21,,2,68,200,40,1,,275,68,100,1813,0
524,30,0,1,57,0,0,0,43,321,106,90,2279,0
525,21,0,1,47,600,0,1,43,692,68,62,464,0
526,24,,1,26,100,60,1,2,69,64,110,1637,0
527,,,2,,,,1,,690,106,90,237,0
528,26,,2,59,500,220,1,,412,68,62,254,0
529,25,,1,49,300,0,1,,244,106,90,702,0
530,29,,1,72,100,0,0,,400,73,100,927,0
531,27,0,1,52,500,0,1,,608,68,219,1749,0
532,28,0,2,71,200,0,0,43,468,29,100,1908,0
533,28,0,2,57,600,0,1,43,673,68,216,2041,0
534,27,0,1,48,800,140,1,,299,106,90,1892,0
535,35,,2,71,0,410,1,,339,68,216,1778,1
536,24,0,1,80,900,10,1,,546,68,110,159,0
537,21,0,1,50,600,0,1,7,830,106,90,83,0
538,20,0,2,66,500,10,1,7,323,68,62,414,0
539,32,0,2,11,0,30,1,43,592,29,62,527,0
540,26,0,2,67,700,30,1,7,603,68,216,1473,0
541,19,,2,38,300,0,1,,601,68,62,1314,0
542,23,0,2,64,400,0,1,,606,88,90,83,0
543,19,,1,25,100,110,1,7,42,66,62,931,0
544,23,0,1,71,100,0,0,,895,68,100,852,0
545,25,,2,84,800,160,1,,477,68,100,292,0
546,27,,2,6,100,90,1,,396,73,216,260,0
547,26,0,1,53,200,10,0,,625,106,90,782,0
548,39,,1,1,600,50,1,,253,30,90,1782,1
549,45,0,2,14,300,20,1,,231,29,62,2272,1
550,31,,1,123,700,660,1,,205,68,216,133,0
551,21,0,1,19,900,20,1,,858,29,62,242,0
552,19,,0,11,700,30,0,,4,73,100,30,0
553,32,0,2,70,800,0,1,43,676,68,216,300,0
554,33,0,1,16,400,20,1,,50,29,216,1985,0
555,51,1,2,48,100,80,1,,113,68,216,1787,1
556,24,0,1,27,400,0,1,,375,30,90,2135,0
557,24,,2,70,300,10,1,,157,106,90,782,0
558,30,,1,72,300,270,1,43,410,68,100,845,0
559,32,,2,66,100,160,1,,356,68,216,338,0
560,29,0,2,49,400,550,1,,297,106,90,2135,0
561,21,,1,37,0,0,1,,18,30,49,1275,0
562,28,0,2,56,400,0,1,,668,73,216,263,0
563,20,0,2,74,700,10,1,43,697,106,90,782,0
564,29,0,2,74,500,10,1,,583,68,219,353,0
565,32,1,2,17,600,10,1,3,84,23,100,1372,
566,32,0,1,2,200,0,0,,316,30,90,2092,0
567,26,0,1,53,500,10,0,,580,9,90,83,0
568,29,0,1,46,700,20,1,7,121,106,216,962,0
569,20,0,2,82,100,0,1,7,519,68,62,342,0
570,23,0,1,26,0,60,1,43,355,26,90,592,0
571,25,0,2,72,0,0,1,43,110,59,216,726,0
572,37,,1,53,700,200,0,,76,106,90,592,0
573,49,0,2,75,400,20,1,,1190,68,216,1325,0
574,24,,1,17,100,10,1,,87,73,62,1924,0
575,21,0,1,73,400,0,1,,292,68,100,845,0
576,20,,1,58,900,0,0,,28,106,90,782,0
577,29,,1,71,500,0,1,,147,64,219,1720,0
578,28,0,1,50,900,0,1,43,623,73,216,546,0
579,30,0,2,79,700,40,1,12,312,106,90,2092,0
580,67,0,2,68,400,0,1,,571,68,62,599,0
581,26,0,1,66,600,40,1,43,694,68,62,1933,0
582,19,0,1,68,500,0,1,,1086,68,216,1634,0
583,18,0,1,23,200,0,1,,676,29,216,454,0
584,29,0,1,71,900,0,1,43,121,73,100,1126,0
585,24,,2,79,300,60,0,,143,106,90,83,0
586,,,2,,,,1,,629,73,216,133,0
587,50,0,1,16,0,0,1,7,522,74,216,575,0
588,31,0,1,56,500,10,1,,686,68,216,263,0
589,65,,1,33,300,20,1,7,22,68,216,1692,1
590,25,,1,80,400,10,1,,286,106,90,592,0
591,49,0,1,40,500,10,1,43,639,73,216,436,0
592,29,0,1,14,0,320,0,7,645,23,100,496,0
593,18,0,2,62,500,0,1,7,427,68,216,23,0
594,22,,2,77,900,350,0,,295,9,90,592,0
595,35,0,2,30,200,30,1,,1549,23,216,1831,0
596,42,0,2,55,200,0,0,,266,106,90,763,0
597,19,0,1,99,800,0,1,7,377,68,202,1966,0
598,26,,1,5,500,30,1,,96,66,110,278,0
599,21,0,1,50,800,0,1,20,62,29,216,1985,0
600,43,1,2,44,400,0,0,7,154,23,100,216,0
601,56,1,2,9,100,0,1,43,549,29,62,2036,1
602,,,2,,,,0,,639,23,100,292,0
603,24,,2,21,800,0,1,,22,73,62,2219,
604,24,0,1,67,200,10,1,43,846,68,100,769,0
605,24,,2,30,600,0,0,43,315,26,90,1892,0
606,33,0,1,52,500,0,0,43,193,106,90,1444,
607,23,0,1,32,300,1040,0,,522,106,90,2279,0
608,33,0,1,65,800,0,1,43,604,106,90,407,0
609,26,0,1,79,400,0,1,,547,68,40,2229,0
610,33,0,2,66,800,0,1,20,81,68,216,546,0
611,24,0,1,72,300,30,1,7,248,64,62,905,0
612,19,0,2,71,900,0,1,,363,68,110,159,0
613,21,,1,63,700,0,0,,54,68,100,927,0
614,28,0,2,80,100,10,1,,689,18,90,83,0
615,19,1,2,27,600,10,1,,423,66,100,845,0
616,29,0,1,68,600,10,1,43,376,9,90,348,0
617,34,0,2,69,300,10,1,43,368,68,216,198,0
618,24,0,1,36,500,10,0,,571,73,100,703,0
619,26,,1,96,200,10,1,20,89,68,216,1158,0
620,27,0,2,47,300,60,1,43,700,68,216,962,0
621,22,,1,9,500,60,1,,156,39,216,475,0
622,21,0,1,62,100,0,1,,529,106,90,782,0
623,50,0,2,54,400,0,1,,448,73,62,1008,0
624,44,1,2,68,200,0,0,,316,68,54,1188,1
625,23,0,1,83,100,10,1,7,262,68,62,2278,0
626,29,,2,62,800,20,1,,250,106,90,592,0
627,21,,2,20,0,20,1,,317,23,216,198,0
628,58,,2,9,300,140,1,,274,23,216,1708,0
629,24,0,1,76,600,30,1,,260,106,90,2135,0
630,47,1,2,51,200,0,1,26,60,23,62,1008,
631,30,0,2,71,800,0,0,43,641,9,90,592,0
632,24,,1,14,200,0,1,,187,82,90,702,
633,19,1,2,36,600,0,1,,485,73,100,1395,0
634,29,,2,16,700,80,0,14,165,68,62,81,0
635,20,0,1,57,500,90,1,,670,23,110,1361,0
636,27,,1,64,400,180,1,,74,106,90,782,0
637,26,,2,70,800,0,1,43,718,68,219,1281,0
638,42,,2,8,0,0,1,,235,73,216,1704,0
639,35,1,2,66,100,0,0,14,255,68,62,82,0
640,29,0,2,82,300,810,1,,531,106,90,327,0
641,23,0,1,25,600,20,1,,623,29,216,1348,0
642,24,0,2,56,800,10,0,43,633,106,90,327,0
643,31,0,1,46,900,10,1,,540,87,216,962,0
644,21,,1,73,0,0,1,7,97,68,216,1876,0
645,31,,2,23,300,10,1,,57,29,62,2036,1
646,25,0,1,71,800,10,1,,580,68,110,383,0
647,43,,1,22,800,0,1,7,34,29,62,683,1
648,33,,2,35,600,0,1,,58,68,62,2278,0
649,,,2,,,,0,,1716,9,90,369,0
650,19,,1,5,800,0,1,,138,23,110,1247,0
651,27,0,2,65,600,20,0,,643,68,100,1074,0
652,18,0,2,71,900,0,1,7,323,68,219,1720,0
653,84,0,1,27,900,150,1,,464,68,62,936,
654,19,,1,64,300,60,1,,83,68,100,1395,0
655,20,,2,34,400,110,1,,235,106,90,782,0
656,36,0,2,51,600,0,0,,577,73,216,460,0
657,,,1,,,,1,,671,73,100,1583,0
658,56,0,1,51,400,30,1,7,94,73,100,903,0
659,38,0,2,82,400,0,1,43,326,68,216,1625,0
660,28,0,1,71,400,0,1,43,299,68,216,962,0
661,20,0,1,50,300,0,0,43,867,29,100,1481,0
662,20,1,2,13,800,10,1,43,326,26,90,2135,0
663,25,0,1,70,900,0,1,,669,68,100,903,0
664,33,0,2,61,600,0,1,7,652,29,110,159,0
665,30,1,2,38,200,0,0,3,448,73,100,1801,0
666,32,0,1,138,800,0,1,,841,68,62,491,0
667,21,0,2,70,200,0,1,7,636,68,100,650,0
668,19,0,1,14,100,40,1,,573,30,90,1782,0
669,34,,1,62,900,20,1,,71,106,90,2092,0
670,49,0,2,28,0,0,1,7,589,66,62,81,1
671,21,0,1,55,400,100,0,7,1086,106,90,1610,0
672,30,0,2,64,600,10,0,,280,106,90,1782,0
673,21,0,2,66,900,280,1,43,712,106,90,782,1
674,25,0,2,20,200,50,1,43,566,29,216,1462,0
675,26,0,1,11,900,60,1,,489,26,90,592,0
676,25,0,2,67,600,150,0,,215,68,100,2017,0
677,51,1,2,65,300,0,1,7,400,68,216,300,0
678,23,0,2,72,500,20,1,,1855,68,62,2272,0
679,32,0,2,51,400,0,1,,347,68,216,1026,0
680,31,0,1,82,400,20,1,43,690,106,90,1782,0
681,38,,1,66,300,0,1,,79,68,49,1147,0
682,26,0,1,55,300,0,1,43,188,29,62,550,0
683,23,,2,65,600,10,1,,1548,73,62,1417,0
684,30,0,1,78,100,0,0,,878,9,90,592,0
685,22,0,1,45,200,0,1,43,818,23,62,254,0
686,33,0,1,71,200,0,1,50,190,68,216,1839,0
687,24,,1,15,100,40,0,7,129,29,100,1896,0
688,25,0,1,62,500,0,1,43,628,68,216,1401,0
689,56,,1,40,0,30,1,7,421,73,100,1813,1
690,18,,1,36,400,10,1,,113,106,90,2092,0
691,21,0,1,71,300,0,0,,895,106,90,2092,0
692,18,0,1,61,100,40,1,7,385,68,100,706,0
693,29,0,2,69,400,10,1,7,1286,68,110,1361,0
694,24,0,2,19,100,10,0,,575,23,100,2268,0
695,32,0,2,69,800,0,0,,290,106,90,1782,0
696,27,0,1,68,900,0,1,7,630,73,100,2268,0
697,20,,2,67,600,0,1,7,228,68,100,703,0
698,21,0,2,30,200,40,1,,1554,23,100,172,0
699,19,0,2,78,800,0,1,7,408,106,90,2279,0
700,,,2,,,,1,,645,106,90,2135,0
701,46,,1,55,500,10,1,,91,68,62,136,0
702,29,0,2,40,500,20,0,,607,106,90,237,0
703,20,0,1,56,100,10,1,,635,106,90,1277,0
704,30,0,1,13,900,0,1,43,644,71,216,170,0
705,37,0,1,46,300,0,1,,533,88,90,1077,0
706,24,,2,72,200,0,1,,231,68,216,2188,0
707,33,0,2,80,800,10,1,43,579,68,216,1562,0
708,34,0,2,54,0,0,1,,663,73,62,86,0
709,39,,1,19,0,0,1,,218,68,5,1319,
710,23,,2,21,200,10,0,,392,106,90,2135,0
711,23,1,2,31,800,0,1,,249,26,90,2092,0
712,,,1,,,,1,,688,106,90,782,0
713,36,0,2,67,400,30,1,7,397,68,216,575,0
714,36,0,1,39,900,0,1,,555,74,40,1780,1
715,,,2,,,,1,,647,29,110,2207,0
716,30,0,2,70,900,700,0,43,388,106,90,1892,0
717,21,,2,45,800,0,1,,123,68,216,958,0
718,19,,1,74,900,10,1,,1860,59,110,917,0
719,20,,2,8,800,30,1,43,132,29,62,414,0
720,22,1,1,14,0,0,1,43,796,29,100,2123,1
721,26,,1,69,100,10,0,,206,106,90,237,0
722,35,0,1,42,600,30,1,43,302,23,62,931,0
723,31,,1,72,0,0,1,43,120,68,62,1447,0
724,30,,2,39,900,0,0,,168,68,100,2268,0
725,23,,2,66,300,0,1,7,120,68,216,202,0
726,19,0,1,64,0,0,1,7,73,68,100,2121,0
727,24,0,1,67,500,0,1,7,367,68,62,773,0
728,,,2,,,,1,,658,106,90,2092,0
729,23,0,1,39,800,10,1,,594,68,216,1242,0
730,21,0,2,30,700,0,1,43,680,39,216,1436,0
731,20,,2,70,600,10,1,,56,106,90,782,0
732,,,1,,,,1,,640,73,110,1089,0
733,24,0,2,64,700,0,0,43,610,106,90,1610,0
734,31,0,1,69,800,170,1,43,384,106,90,782,0
735,21,,2,45,900,120,1,,577,106,90,1610,0
736,19,0,2,70,600,0,1,,701,68,100,201,1
737,21,0,1,13,200,50,1,7,624,68,62,645,0
738,31,0,1,71,800,0,1,43,197,68,62,938,0
739,27,0,2,42,500,170,0,7,277,106,90,702,0
740,25,1,2,21,700,0,1,43,634,30,90,2135,0
741,23,0,2,18,200,0,1,,639,23,219,1749,0
742,23,0,2,49,400,1030,1,,684,106,90,237,0
743,29,,2,29,200,0,0,,1722,26,90,2092,1
744,24,,2,71,200,1880,1,,397,106,90,782,0
745,23,0,2,50,400,0,1,,714,73,40,2229,0
746,,,2,,,,1,,828,68,62,234,0
747,49,,2,44,500,0,1,43,405,23,100,1372,0
748,24,0,2,70,300,10,1,,372,106,90,782,0
749,30,,2,23,900,20,1,,101,106,90,237,0
750,19,0,1,14,800,0,1,7,587,29,62,599,0
751,43,0,2,60,0,140,0,43,683,68,100,2121,0
752,18,0,2,20,300,0,1,7,303,23,216,1778,0
753,,,2,,,,0,,639,9,90,782,0
754,22,0,1,11,700,40,0,7,621,30,90,782,0
755,,,2,,,,1,,701,106,90,782,0
756,25,0,1,73,500,0,1,43,576,68,216,958,0
757,25,,2,61,500,0,0,,78,68,100,2181,0
758,20,0,1,48,800,0,1,,257,106,90,327,0
759,70,,2,8,400,0,1,7,82,23,216,1211,
760,58,1,2,50,400,0,0,,478,73,62,2219,1
761,43,,2,45,400,100,1,43,128,106,90,782,0
762,40,0,1,28,900,0,1,7,563,23,62,2036,
763,21,0,2,54,700,30,1,,686,68,216,475,1
764,34,0,1,70,200,10,1,,635,68,216,23,0
765,38,0,1,34,400,0,1,10,465,26,90,1444,0
766,23,0,1,42,900,0,1,43,434,106,90,782,0
767,26,0,1,63,500,120,1,,77,23,100,1126,0
768,18,0,1,66,100,20,1,,503,68,62,2219,0
769,19,0,1,31,700,0,1,7,710,64,110,2211,0
770,49,1,2,14,200,20,1,,239,30,100,1372,0
771,26,0,1,46,300,10,1,43,700,64,62,1314,0
772,30,0,1,82,100,150,1,,598,68,219,1749,0
773,22,0,2,79,900,0,1,,711,68,62,545,0
774,30,0,1,80,400,40,1,43,321,9,90,237,0
775,23,0,1,79,300,50,1,,403,68,216,962,0
776,20,0,2,81,200,10,1,,2563,106,90,782,0
777,21,0,1,49,600,0,0,,648,30,90,782,0
778,26,0,2,65,800,20,1,,465,68,110,2239,0
779,34,0,2,71,300,10,1,,539,106,90,1277,0
780,,,2,,,,1,,658,29,100,496,1
781,28,0,2,80,100,10,1,43,234,106,90,2279,0
782,21,0,2,36,100,0,1,7,471,73,110,176,0
783,40,,2,75,300,0,1,,84,68,62,1314,0
784,22,0,2,61,600,0,1,43,719,106,90,327,0
785,20,0,2,48,500,160,1,,750,106,90,1610,0
786,28,0,1,72,800,0,1,,683,9,90,702,0
787,28,0,2,66,500,0,0,,146,68,40,2229,0
788,27,0,1,6,900,30,1,,542,73,216,408,0
789,38,0,2,31,900,0,1,43,212,30,90,83,0
790,29,0,2,27,900,70,0,,348,88,90,702,0
791,20,0,2,59,100,0,0,,449,106,90,782,0
792,22,0,2,40,600,240,0,,505,26,90,1892,0
793,24,0,2,67,200,110,0,,561,106,90,592,0
794,33,,2,53,500,10,1,,228,73,216,1625,0
795,32,0,1,80,200,20,0,43,638,68,110,1827,0
796,41,,1,17,200,0,1,,557,66,216,1704,1
797,29,,2,20,900,40,0,,452,106,90,1444,0
798,21,0,2,54,700,0,0,7,1960,23,100,1974,0
799,31,,1,28,800,0,0,,146,68,100,1879,0
800,30,0,1,51,300,30,1,43,670,73,216,1462,0
801,25,0,2,115,500,20,1,,970,68,219,619,0
802,19,,1,2,600,20,1,40,404,68,216,2150,
803,18,0,1,80,800,0,1,43,893,68,216,1289,1
804,25,0,2,64,700,0,1,2,50,68,110,1044,0
805,36,0,2,24,600,1510,0,,249,26,90,782,0
806,40,0,1,5,500,30,1,43,593,68,216,858,0
807,28,0,2,52,900,0,1,43,331,68,62,1016,0
808,26,0,1,7,100,0,1,7,484,29,62,931,0
809,40,0,2,70,500,20,1,43,162,68,100,845,0
810,31,0,2,67,900,0,0,,593,106,90,782,0
811,18,0,2,22,300,40,1,43,708,26,90,2279,0
812,18,0,2,64,800,70,1,43,269,68,110,61,0
813,40,,1,18,0,0,1,7,224,26,90,772,0
814,24,0,2,15,300,0,1,,654,101,110,159,0
815,27,,1,43,700,360,1,7,360,68,216,1462,0
816,26,0,1,23,400,0,0,,600,73,100,1813,0
817,20,0,1,43,900,0,0,7,684,73,100,1346,0
818,25,0,2,59,700,10,0,7,722,68,100,980,0
819,24,0,1,9,400,0,1,,443,68,216,1625,0
820,28,0,2,97,100,10,1,,637,68,100,1851,0
821,25,0,2,68,0,0,1,43,377,59,62,683,0
822,29,0,1,64,300,10,1,,669,68,100,272,0
823,61,,1,33,900,0,1,,92,23,62,335,0
824,27,0,1,51,500,0,1,,927,68,216,2,0
825,19,,1,23,200,10,1,43,127,68,100,769,0
826,22,,1,9,900,640,1,7,194,29,101,743,0
827,,,2,,,,1,,568,29,216,1462,0
828,46,,1,42,900,20,1,,23,106,90,237,1
829,20,,2,49,700,10,1,7,107,23,62,247,0
830,25,0,1,66,700,10,1,,600,68,100,362,0
831,30,0,1,72,0,0,1,7,624,73,216,260,0
832,52,,2,31,500,140,1,,51,74,62,2111,0
833,22,0,2,68,100,0,1,7,434,9,90,782,0
834,39,1,2,16,300,0,1,7,281,23,62,254,
835,21,0,1,68,700,20,1,,1052,106,90,782,0
836,34,0,2,64,600,0,1,,612,73,216,584,0
837,23,0,1,68,100,10,1,43,625,106,90,83,0
838,24,0,1,78,600,0,1,7,607,68,216,985,0
839,23,0,1,8,400,580,1,,767,62,216,263,0
840,28,0,1,69,600,10,1,43,141,106,90,782,0
841,26,0,1,39,300,0,1,44,658,9,62,1793,0
842,26,0,2,66,500,10,1,43,731,68,62,1793,0
843,28,0,1,76,600,0,1,,994,106,90,782,0
844,26,0,2,62,300,0,0,7,600,9,90,327,0
845,27,0,1,17,800,10,1,43,703,29,100,293,0
846,72,0,2,53,600,20,1,7,107,68,100,895,0
847,29,0,2,64,800,10,1,43,235,68,62,791,0
848,25,,2,38,600,10,1,7,101,73,62,2036,
849,30,0,1,78,100,10,1,,476,106,90,782,0
850,27,0,1,13,500,90,1,,1634,30,90,2279,0
851,41,1,2,58,200,0,1,7,226,68,62,1238,0
852,23,0,1,5,0,0,1,,546,39,216,575,0
853,40,1,2,67,500,0,1,,402,78,58,120,0
854,21,,2,29,300,0,1,,38,23,62,1398,0
855,25,0,1,62,900,10,1,43,584,106,90,1610,0
856,22,0,2,64,400,10,0,43,1682,106,90,782,0
857,23,0,1,70,100,10,1,,778,68,62,414,0
858,52,0,1,75,300,450,0,7,499,68,100,852,0
859,29,0,1,59,100,350,1,,586,106,90,1610,0
860,21,0,2,56,100,10,0,,1926,106,90,782,0
861,29,,1,75,200,890,1,,118,68,216,263,0
862,38,1,1,58,400,0,1,7,490,68,216,23,0
863,27,0,2,69,400,40,1,7,645,68,100,44,0
864,23,0,2,66,0,30,1,43,281,68,110,1361,0
865,25,0,2,57,100,10,1,,611,73,216,1873,0
866,18,,2,54,800,0,1,7,27,29,100,233,0
867,28,0,1,81,300,10,1,,403,106,90,1892,0
868,,,1,9,300,0,1,12,246,68,216,1196,
869,24,0,2,39,800,210,0,,79,26,90,1571,0
870,26,0,1,66,500,110,1,7,358,68,62,1597,0
871,30,0,1,65,100,0,1,43,638,106,90,2135,0
872,27,,2,75,300,0,1,43,151,68,216,1913,0
873,26,0,1,68,300,0,0,43,1616,106,90,83,0
874,,,1,,,,1,,613,106,90,83,0
875,56,1,2,38,800,70,1,7,432,73,100,1318,0
876,19,,2,71,500,10,1,,364,68,216,726,0
877,18,,2,60,400,10,1,,708,106,90,1610,0
878,28,0,2,71,200,90,1,,1537,106,90,1277,0
879,25,0,2,75,700,30,1,,201,106,90,237,0
880,33,0,1,41,100,10,1,43,663,23,62,81,0
881,23,0,1,76,300,10,1,,158,9,62,1460,0
882,18,0,1,29,700,0,1,43,750,68,62,254,0
883,22,0,2,75,400,0,0,,1361,73,100,1126,0
884,23,0,2,80,400,440,0,,633,106,90,1782,0
885,26,0,1,50,900,20,1,,700,68,100,30,1
886,28,0,1,11,800,820,1,,1318,30,90,2135,0
887,27,,1,41,900,30,0,,273,106,90,782,0
888,44,0,2,39,100,0,1,12,581,29,100,1838,0
889,30,,2,51,900,80,0,,32,73,100,1074,0
890,,,2,,,,1,,570,68,100,845,0
891,25,0,1,50,300,0,1,,682,68,62,129,0
892,19,,1,9,0,50,1,,37,26,90,237,0
893,23,,2,30,800,0,1,,112,66,100,1736,0
894,,,1,,,,1,,2334,68,216,962,0
895,,,2,,,,0,,700,68,62,2126,0
896,20,0,2,55,800,30,1,43,707,106,90,782,0
897,47,1,2,43,800,10,1,43,622,30,90,782,1
898,24,,1,74,400,40,1,50,129,68,216,202,0
899,20,,2,67,300,0,1,,77,23,100,2121,0
900,23,0,2,12,900,80,1,7,192,29,216,1876,0
901,25,0,2,29,300,0,1,7,534,66,62,1398,0
902,23,,2,65,700,170,1,,696,106,90,1610,0
903,18,0,2,10,600,0,0,,585,26,90,782,0
904,25,0,1,15,500,0,1,43,711,106,90,2135,0
905,40,0,2,57,600,30,1,7,157,68,216,202,0
906,22,0,1,5,600,20,0,,625,30,100,1508,0
907,25,,1,50,300,220,1,7,58,23,216,1349,0
908,25,0,1,69,600,0,1,,679,68,100,1481,0
909,21,1,1,10,200,210,1,,624,29,62,830,0
910,21,1,2,34,400,20,1,,323,73,62,905,0
911,38,0,2,9,100,10,1,,273,26,90,2135,0
912,35,0,1,66,700,220,1,,616,106,90,1892,0
913,35,0,2,66,500,30,1,43,573,68,216,260,0
914,20,0,1,50,0,0,1,,701,68,216,1473,0
915,29,,1,11,400,40,0,,93,68,100,1126,1
916,19,,1,70,800,0,1,20,60,68,62,1756,0
917,28,0,2,71,100,0,1,7,529,41,216,198,0
918,28,,1,2,600,10,1,,95,30,90,327,0
919,47,1,2,61,500,0,1,,247,68,62,129,1
920,24,,2,67,400,0,0,7,618,68,62,129,0
921,19,1,2,63,900,0,1,7,461,68,110,121,0
922,32,0,1,31,300,20,0,43,572,29,100,1851,0
923,22,0,2,67,700,0,1,7,660,106,90,1610,0
924,29,0,1,68,0,30,1,7,599,68,100,1880,0
925,30,0,2,49,200,10,1,,256,73,62,335,0
926,31,0,2,136,800,0,1,,676,106,90,592,0
927,22,,1,13,300,10,1,,393,30,62,1417,0
928,48,1,1,60,100,0,0,,436,73,100,1813,0
929,49,0,2,71,500,0,1,43,1997,68,216,1670,0
930,45,,2,72,600,10,1,,414,68,216,2041,0
931,27,0,2,54,500,0,1,,1509,106,90,1610,0
932,26,0,1,5,0,20,1,43,268,26,90,782,0
933,31,0,1,74,0,10,1,7,621,68,81,585,0
934,26,,1,81,300,10,1,,404,68,216,1839,0
935,30,,1,52,200,0,1,,66,68,216,300,0
936,18,0,1,10,500,10,1,43,430,29,62,1314,0
937,30,,2,56,400,0,0,,161,106,90,1610,0
938,37,0,1,73,0,0,1,,518,68,216,962,0
939,39,1,2,21,500,0,1,,638,68,62,335,0
940,20,0,2,69,400,10,0,7,663,87,100,1114,1
941,20,1,2,88,900,0,1,,378,106,90,592,0
942,19,0,2,28,100,0,1,,591,68,62,791,0
943,31,0,1,92,800,10,1,,1019,68,216,1575,0
944,19,0,1,66,400,10,1,,1462,68,62,136,0
945,28,,1,60,400,20,1,3,49,68,100,2121,0
946,25,,1,70,600,10,1,43,49,68,216,1704,0
947,52,0,2,30,800,0,1,,686,73,216,1778,1
948,28,,1,54,300,0,0,,267,68,110,468,0
949,28,0,2,66,500,340,0,50,398,68,216,436,0
950,69,,2,71,300,20,1,43,432,106,90,1444,
951,20,0,1,36,200,10,1,7,671,29,100,834,0
952,67,0,2,67,300,0,1,,665,29,216,202,0
953,25,,1,56,200,0,1,,340,106,90,1610,0
954,29,0,2,49,400,40,0,43,173,30,90,1277,0
955,29,,1,68,300,0,1,,123,106,90,772,0
956,22,,1,11,100,10,1,,231,30,90,1610,0
957,25,0,1,47,300,0,1,20,122,73,110,1723,0
958,29,,2,72,900,0,1,,82,73,100,1126,0
959,19,0,1,66,500,0,1,,697,68,100,980,0
960,30,0,2,42,0,10,1,43,651,68,110,1818,0
961,33,0,1,72,200,0,1,7,601,68,62,258,0
962,42,0,1,15,600,210,1,,1496,73,62,79,0
963,20,,2,14,100,0,1,,311,30,100,1395,0
964,40,,1,3,700,0,0,,49,30,90,782,1
965,25,0,2,68,400,10,1,,731,68,110,1581,0
966,26,0,1,8,600,90,1,,539,29,110,512,0
967,27,0,1,74,200,10,1,,692,106,90,1892,0
968,21,0,1,50,500,0,1,7,557,73,110,190,0
969,34,1,2,68,900,0,0,,618,68,100,949,0
970,51,0,1,31,0,0,1,,231,74,216,1196,1
971,50,,2,49,800,40,1,,23,106,90,83,
972,21,0,2,51,300,0,1,,725,68,216,1289,0
973,24,,2,44,200,110,1,,328,73,219,1996,0
974,39,0,1,61,0,40,1,20,389,106,90,83,0
975,32,0,1,8,300,10,1,,423,30,90,83,0
976,20,0,2,2,0,0,1,,578,88,90,782,0
977,20,,1,71,100,10,1,43,108,106,90,348,0
978,26,0,2,80,300,60,1,43,677,68,62,545,0
979,20,,2,4,700,0,1,,1117,30,90,1669,0
980,27,,2,78,700,0,1,,136,106,90,83,0
981,39,0,2,26,600,0,0,,695,39,62,1756,1
982,32,1,1,50,700,0,1,,270,23,5,178,0
983,45,1,2,29,100,0,1,43,632,68,216,962,1
984,21,,2,43,300,0,0,7,383,73,100,1974,0
985,33,0,2,14,100,20,1,43,597,23,216,958,
986,21,0,1,49,300,20,1,43,709,85,90,2135,0
987,24,,1,67,900,10,1,,140,106,90,2135,0
988,32,0,1,23,300,0,1,7,589,66,100,2268,0
989,29,,1,27,500,10,0,,159,30,90,782,0
990,35,0,1,75,200,10,1,43,592,87,216,1462,0
991,27,0,2,80,200,0,1,43,582,106,90,1782,0
992,22,0,2,72,600,10,1,,1526,68,100,1896,0
993,48,,2,14,300,0,1,,116,73,216,1457,0
994,25,0,1,4,900,0,0,,525,26,90,702,0
995,25,0,1,68,100,10,1,43,605,68,216,2246,0
996,50,0,2,22,400,30,1,43,566,29,62,687,0
997,20,0,2,33,300,0,1,,814,66,62,1371,0
998,43,,2,11,100,0,0,7,486,30,90,2135,0
999,18,,1,75,900,20,1,7,347,68,216,1634,0
1000,36,,2,6,900,0,1,,300,73,62,1011,0
1001,29,0,2,37,300,140,1,,552,71,49,1953,0
1002,22,0,1,61,500,0,0,43,613,106,90,702,0
1003,37,0,1,57,700,0,1,,561,68,216,198,0
1004,31,0,2,15,0,0,1,,662,62,216,1158,0
1005,32,0,1,52,300,0,0,,1392,68,100,557,0
1006,63,,2,63,300,30,1,43,125,106,90,2135,1
1007,,,1,,,,1,,642,23,216,726,0
1008,58,,1,3,400,0,1,,18,29,216,85,1
1009,23,0,1,75,800,10,1,7,619,68,81,1449,0
1010,19,0,1,58,700,0,1,,1912,106,90,592,0
1011,27,0,2,80,600,0,1,7,333,68,62,72,0
1012,29,0,1,37,400,0,1,43,673,74,216,1942,0
